Player_ID,Age,Game_Genre,PlayTime_Hours,Sleep_Hours,Energy_Drinks,Screen_Brightness,Blue_Light_Filter,APM,Heart_Rate_BPM,HRV_Score,Reaction_Time_ms,Match_Outcome
PL_005733,27,FPS,0.5,6.59,1,21.8,No,149,86,98.04,258.27,Loss
PL_005734,22,Battle Royale,7.41,7.22,0,56.7,No,84,77,69.92,294.41,Loss
PL_005735,20,FPS,6.49,9.09,1,73.8,No,140,87,88.15,256.53,Loss
PL_005736,21,FPS,1.37,2.87,0,25.9,No,179,76,88.66,274.91,Loss
PL_005737,25,FPS,0.91,5.45,0,78.5,No,131,77,82.75,242.13,Loss
PL_005738,28,MOBA,0.5,7.66,4,79.7,No,372,110,84.06,270.74,Loss
PL_005739,20,Battle Royale,0.5,9.14,0,56.5,No,163,94,100.0,247.68,Loss
PL_005740,23,FPS,0.78,5.73,0,63.9,No,186,73,100.0,258.14,Loss
PL_005741,24,Battle Royale,3.45,7.63,1,38.3,No,131,60,96.87,241.23,Win
PL_005742,19,FPS,3.34,5.94,1,59.7,No,228,82,94.09,260.17,Loss
PL_005743,23,FPS,1.42,4.51,3,91.9,No,162,89,80.56,282.64,Win
PL_005744,17,MOBA,4.87,8.2,2,,No,220,75,100.0,233.79,Loss
PL_005745,16,FPS,1.31,5.57,0,86.6,Yes,127,87,100.0,249.67,Win
PL_005746,24,MOBA,3.35,7.36,0,86.3,No,239,83,100.0,248.34,Loss
PL_005747,21,MOBA,1.84,7.24,0,55.9,Yes,266,81,94.63,247.77,Win
PL_005748,23,Battle Royale,1.85,7.33,0,50.7,No,90,67,83.64,243.37,Win
PL_005749,22,FPS,1.83,7.36,1,30.4,No,116,95,88.35,278.85,Win
PL_005750,19,MOBA,0.5,6.54,0,49.3,No,378,87,99.8,243.9,Win
PL_005751,22,FPS,0.78,7.36,1,47.8,Yes,135,70,96.32,233.03,Win
PL_005752,18,FPS,2.55,4.43,0,28.1,Yes,136,75,85.17,265.39,Win
PL_005753,28,FPS,7.05,9.42,2,10.2,No,126,97,85.89,261.19,Win
PL_005754,17,MOBA,11.95,7.95,0,41.8,No,209,81,58.24,269.77,Loss
PL_005755,22,Fighting,0.5,7.56,1,41.8,No,274,84,92.19,271.25,Win
PL_005756,18,FPS,6.02,5.39,2,40.9,No,109,87,60.29,264.87,Loss
PL_005757,25,MOBA,0.97,6.79,0,89.0,Yes,280,79,90.26,289.28,Loss
PL_005758,21,FPS,0.5,7.74,0,77.6,No,166,82,91.63,240.52,Win
PL_005759,20,FPS,4.34,5.36,1,26.4,No,162,81,85.38,236.85,Win
PL_005760,26,FPS,0.5,8.17,0,32.5,No,116,82,95.1,253.39,Loss
PL_005761,23,FPS,0.81,6.57,1,40.0,No,108,75,100.0,271.53,Loss
PL_005762,25,MOBA,5.92,6.36,0,23.7,No,203,86,65.84,266.81,Loss
PL_005763,19,MOBA,1.73,7.52,1,38.3,Yes,276,88,100.0,237.42,Loss
PL_005764,17,MOBA,1.73,8.15,0,49.6,No,186,88,93.04,247.22,Loss
PL_005765,23,MOBA,6.06,6.58,0,70.9,No,239,75,70.65,273.06,Loss
PL_005766,21,FPS,6.03,9.5,0,24.6,No,137,87,98.49,250.32,Loss
PL_005767,25,FPS,3.01,6.98,0,17.5,Yes,214,75,100.0,253.24,Win
PL_005768,22,MOBA,1.43,7.1,1,54.7,No,344,86,73.88,238.56,Win
PL_005769,23,MOBA,1.19,8.99,3,14.6,No,428,92,75.95,267.52,Loss
PL_005770,16,FPS,2.48,7.63,3,71.9,Yes,210,106,90.69,267.9,Win
PL_005771,30,MOBA,6.28,6.1,0,87.1,Yes,246,78,87.42,292.66,Loss
PL_005772,22,Fighting,1.98,7.99,2,14.8,No,283,101,80.18,236.85,Win
PL_005773,25,MOBA,0.73,8.2,1,70.7,No,289,83,91.24,215.88,Win
PL_005774,19,MOBA,0.5,7.77,0,22.0,No,245,94,92.19,224.21,Win
PL_005775,24,MOBA,0.5,6.74,0,79.5,Yes,299,86,82.87,251.03,Win
PL_005776,17,MOBA,2.66,4.26,1,68.5,Yes,280,89,85.68,274.09,Loss
PL_005777,24,MOBA,1.52,6.81,1,16.3,No,295,83,100.0,267.15,Win
PL_005778,21,MOBA,2.99,3.95,1,59.0,Yes,235,100,74.84,313.46,Win
PL_005779,23,MOBA,3.0,7.24,0,28.9,No,216,89,80.94,266.05,Loss
PL_005780,25,FPS,3.02,9.91,0,78.1,No,134,75,95.51,281.05,Loss
PL_005781,18,MOBA,1.74,8.43,0,90.6,Yes,279,81,94.39,251.62,Loss
PL_005782,20,MOBA,3.28,5.3,3,86.8,No,263,88,80.47,274.09,Win
PL_005783,24,MOBA,2.1,7.54,0,14.3,Yes,227,89,90.74,255.86,Win
PL_005784,31,MOBA,3.42,7.64,2,36.9,Yes,233,93,73.27,272.86,Loss
PL_005785,22,MOBA,2.29,5.63,1,20.5,Yes,223,79,93.87,261.85,Loss
PL_005786,25,Battle Royale,3.08,6.55,2,53.2,No,119,85,86.55,263.4,Win
PL_005787,22,FPS,0.55,5.5,0,14.7,Yes,152,89,92.44,266.97,Loss
PL_005788,30,Fighting,0.66,6.0,0,21.6,Yes,341,77,94.11,283.75,Win
PL_005789,16,Battle Royale,0.5,6.29,0,40.0,Yes,137,94,91.61,255.57,Loss
PL_005790,23,FPS,0.51,5.98,0,15.0,No,134,84,89.95,274.9,Win
PL_005791,16,Battle Royale,1.8,7.71,0,44.6,Yes,107,78,92.45,254.43,Loss
PL_005792,16,MOBA,5.17,6.16,0,41.1,Yes,214,85,100.0,285.79,Loss
PL_005793,24,FPS,0.79,7.2,0,83.7,Yes,172,69,96.29,273.35,Win
PL_005794,23,MOBA,2.77,6.02,0,30.4,No,247,84,86.29,283.95,Win
PL_005795,21,MOBA,4.46,4.84,2,61.0,No,249,93,78.15,297.55,Loss
PL_005796,22,FPS,0.5,8.21,1,58.7,No,144,89,97.59,250.71,Loss
PL_005797,35,FPS,0.5,7.18,2,90.6,No,130,82,96.82,268.57,Win
PL_005798,21,Battle Royale,2.84,3.47,1,81.7,Yes,126,84,81.56,262.38,Loss
PL_005799,25,MOBA,0.5,7.02,0,76.6,No,270,84,100.0,249.44,Win
PL_005800,20,Fighting,1.85,5.57,1,45.7,No,210,91,83.93,246.73,Loss
PL_005801,24,MOBA,1.38,7.52,0,81.4,No,297,87,99.48,254.23,Win
PL_005802,22,FPS,0.5,5.65,0,97.2,No,126,85,90.16,273.83,Loss
PL_005803,21,MOBA,1.86,7.15,0,19.1,Yes,307,82,86.2,247.99,Win
PL_005804,30,Battle Royale,0.5,6.49,0,50.8,No,95,78,100.0,267.93,Loss
PL_005805,27,Fighting,0.84,5.86,0,51.5,Yes,223,84,83.71,256.21,Win
PL_005806,23,MOBA,1.18,7.12,0,37.6,No,241,75,96.45,232.34,Win
PL_005807,16,FPS,4.47,6.02,0,72.5,No,101,84,84.62,263.58,Win
PL_005808,21,Fighting,5.05,4.76,2,29.5,No,279,85,73.88,231.22,Win
PL_005809,33,MOBA,2.81,7.97,1,96.6,No,203,98,95.6,285.71,Loss
PL_005810,22,MOBA,0.68,7.23,0,68.8,Yes,249,94,77.03,250.97,Loss
PL_005811,27,MOBA,0.89,4.93,1,55.3,Yes,254,90,86.93,265.59,Win
PL_005812,28,MOBA,1.32,3.98,1,46.4,Yes,240,90,79.4,268.04,Win
PL_005813,23,FPS,2.3,6.92,0,54.5,Yes,123,63,90.38,244.15,Win
PL_005814,19,MOBA,1.27,6.67,1,85.7,Yes,252,89,91.12,246.33,Loss
PL_005815,16,MOBA,1.52,8.9,2,58.2,No,310,100,100.0,245.38,Win
PL_005816,25,Battle Royale,2.85,6.59,0,44.6,No,88,86,80.87,292.01,Loss
PL_005817,19,FPS,2.74,5.04,0,79.5,No,146,85,89.01,253.24,Win
PL_005818,23,FPS,0.5,7.92,3,33.2,No,201,95,92.72,236.76,Win
PL_005819,18,Battle Royale,2.41,7.4,0,42.0,No,117,75,86.15,256.84,Win
PL_005820,21,MOBA,1.81,4.45,1,63.4,Yes,224,86,77.17,238.37,Loss
PL_005821,23,FPS,0.5,6.73,0,45.1,Yes,163,84,89.16,276.1,Loss
PL_005822,24,Battle Royale,4.74,5.11,0,,Yes,105,87,100.0,267.22,Win
PL_005823,18,MOBA,2.1,5.3,1,92.1,Yes,321,91,100.0,259.49,Loss
PL_005824,27,Fighting,1.66,5.96,0,29.6,No,366,78,81.66,282.2,Loss
PL_005825,20,FPS,2.95,6.85,0,43.5,Yes,131,61,94.46,265.86,Loss
PL_005826,16,FPS,2.95,5.06,1,,Yes,124,90,94.59,275.56,Win
PL_005827,22,MOBA,0.5,7.58,2,46.7,No,312,90,100.0,260.7,Win
PL_005828,23,MOBA,2.71,5.13,0,,No,316,87,79.51,272.96,Win
PL_005829,23,Fighting,0.92,7.3,1,26.1,No,267,82,96.73,243.72,Loss
PL_005830,28,Fighting,1.75,6.46,1,46.7,Yes,243,96,87.94,253.16,Loss
PL_005831,22,MOBA,2.99,7.39,2,64.7,No,285,86,94.72,267.74,Win
PL_005832,22,Fighting,12.0,7.12,0,56.2,No,253,90,74.94,279.99,Win
PL_005833,18,MOBA,0.5,6.06,0,63.0,Yes,188,74,88.17,253.02,Loss
PL_005834,26,MOBA,0.5,6.8,0,53.9,No,257,74,99.02,252.49,Loss
PL_005835,23,FPS,0.5,5.92,0,80.3,No,101,78,100.0,267.73,Loss
PL_005836,21,MOBA,0.95,5.24,1,43.4,No,236,76,100.0,255.76,Loss
PL_005837,16,MOBA,0.5,8.41,2,66.2,No,361,91,81.66,246.86,Win
PL_005838,28,MOBA,4.22,5.15,3,43.1,Yes,361,100,89.35,318.38,Win
PL_005839,18,MOBA,2.72,6.01,2,98.4,No,281,79,76.36,261.54,Win
PL_005840,20,MOBA,3.13,5.25,0,81.4,Yes,157,71,82.16,278.87,Loss
PL_005841,24,Fighting,1.65,6.62,0,10.7,No,258,77,86.88,269.59,Win
PL_005842,18,FPS,1.54,8.43,0,70.9,No,169,72,,232.32,Win
PL_005843,17,FPS,0.5,7.73,0,70.6,No,174,82,87.98,248.15,Loss
PL_005844,16,MOBA,3.45,4.6,0,74.4,No,209,75,93.23,257.28,Win
PL_005845,25,MOBA,1.69,5.69,0,45.3,No,191,83,99.13,281.44,Loss
PL_005846,20,FPS,0.98,6.48,1,,Yes,187,80,100.0,262.44,Win
PL_005847,34,FPS,3.57,8.02,0,92.8,No,177,70,93.86,253.78,Loss
PL_005848,19,FPS,1.5,8.7,0,58.0,No,147,68,100.0,231.19,Loss
PL_005849,19,MOBA,0.5,6.9,1,50.5,No,288,84,91.1,217.75,Win
PL_005850,20,FPS,1.91,5.08,0,98.9,No,126,72,95.24,270.99,Loss
PL_005851,23,MOBA,2.79,6.64,1,63.4,Yes,288,90,100.0,268.5,Loss
PL_005852,21,MOBA,0.62,4.67,0,35.9,No,353,90,87.37,293.91,Loss
PL_005853,25,Battle Royale,3.54,7.61,2,90.9,No,128,86,75.79,257.0,Win
PL_005854,19,FPS,3.18,7.55,1,18.6,Yes,132,85,100.0,260.14,Loss
PL_005855,17,FPS,2.89,5.32,1,26.2,No,118,80,78.18,284.55,Loss
PL_005856,16,MOBA,4.74,7.63,1,79.9,Yes,243,90,75.14,260.31,Loss
PL_005857,16,MOBA,2.63,6.73,1,44.8,No,270,87,70.61,262.94,Win
PL_005858,20,FPS,1.34,6.95,0,27.9,No,139,89,83.4,262.1,Loss
PL_005859,21,MOBA,1.89,6.51,0,19.3,No,207,92,75.53,256.67,Win
PL_005860,20,FPS,5.6,6.1,1,60.9,No,173,87,70.69,242.57,Win
PL_005861,27,Battle Royale,0.5,7.29,2,20.7,No,148,67,95.11,261.73,Loss
PL_005862,27,MOBA,6.9,6.84,0,28.8,No,273,84,94.52,277.01,Win
PL_005863,21,FPS,2.16,5.1,0,53.6,No,193,90,92.38,271.69,Loss
PL_005864,16,MOBA,4.09,6.78,0,51.9,No,207,83,90.57,254.72,Win
PL_005865,20,FPS,2.61,6.94,1,52.2,No,175,106,90.54,257.21,Win
PL_005866,20,MOBA,0.51,6.7,2,91.1,No,400,94,100.0,224.76,Win
PL_005867,20,FPS,1.9,6.11,1,66.3,Yes,160,88,84.56,232.48,Win
PL_005868,20,Battle Royale,2.11,5.28,4,,Yes,163,89,77.56,278.57,Loss
PL_005869,20,MOBA,6.15,5.94,0,34.1,No,229,88,90.57,269.83,Win
PL_005870,21,MOBA,9.06,6.74,0,94.3,No,174,68,92.72,286.79,Win
PL_005871,20,MOBA,3.43,5.79,0,45.8,No,171,72,90.44,242.39,Loss
PL_005872,23,Battle Royale,0.85,4.59,1,48.5,Yes,140,68,96.67,285.46,Loss
PL_005873,24,FPS,1.21,7.03,0,,No,138,80,83.99,281.59,Win
PL_005874,19,FPS,11.52,8.25,0,54.6,Yes,73,79,58.83,276.45,Win
PL_005875,28,FPS,0.5,5.01,1,58.4,No,129,82,99.34,303.18,Loss
PL_005876,19,FPS,0.5,5.86,0,87.8,No,144,83,90.28,226.73,Loss
PL_005877,16,Battle Royale,2.49,7.49,0,55.7,No,114,82,83.62,247.45,Loss
PL_005878,24,MOBA,1.35,6.7,0,32.7,Yes,216,65,96.72,253.29,Win
PL_005879,19,MOBA,2.04,7.35,3,12.6,Yes,330,90,74.95,256.79,Win
PL_005880,24,MOBA,3.05,4.92,0,42.8,No,348,92,79.52,264.17,Loss
PL_005881,16,MOBA,7.93,2.0,1,70.0,No,224,82,77.17,282.69,Loss
PL_005882,28,FPS,0.5,6.9,0,30.5,No,149,68,100.0,267.14,Loss
PL_005883,25,Fighting,0.9,7.06,1,73.1,No,295,80,93.17,249.11,Loss
PL_005884,16,FPS,3.75,6.55,3,99.4,Yes,119,87,90.6,273.05,Win
PL_005885,17,FPS,3.41,8.24,1,84.6,No,222,66,80.58,238.84,Win
PL_005886,29,FPS,3.5,7.42,1,30.7,No,151,91,89.72,269.59,Loss
PL_005887,20,FPS,3.56,7.67,0,18.9,Yes,95,79,93.0,241.0,Win
PL_005888,19,Fighting,1.7,7.83,0,,No,273,100,87.63,248.06,Loss
PL_005889,16,FPS,2.17,6.38,0,59.6,No,183,77,93.22,247.71,Win
PL_005890,21,FPS,2.97,7.8,0,54.0,No,132,76,90.89,241.82,Win
PL_005891,22,FPS,0.5,7.0,0,63.4,No,153,82,100.0,255.93,Win
PL_005892,25,FPS,3.42,4.66,1,,No,129,87,83.09,273.78,Win
PL_005893,17,FPS,1.83,6.22,3,75.2,Yes,186,83,95.55,261.74,Loss
PL_005894,16,FPS,1.93,6.38,0,16.4,Yes,177,77,92.56,268.41,Win
PL_005895,24,Fighting,0.5,6.72,1,43.0,Yes,287,92,89.47,223.62,Loss
PL_005896,27,MOBA,5.31,4.98,1,90.3,No,98,82,69.92,281.41,Loss
PL_005897,16,MOBA,3.94,5.36,1,83.0,Yes,273,86,76.57,243.93,Loss
PL_005898,27,FPS,2.44,8.77,0,51.4,Yes,131,79,84.25,261.62,Loss
PL_005899,23,FPS,10.11,6.8,0,35.5,No,154,61,75.38,273.96,Loss
PL_005900,27,FPS,5.33,6.58,2,54.6,No,221,82,80.42,275.07,Loss
PL_005901,22,FPS,7.21,6.14,1,39.3,No,169,87,67.63,281.08,Win
PL_005902,16,Battle Royale,2.84,7.03,1,62.0,No,154,90,87.24,263.05,Win
PL_005903,22,MOBA,0.81,7.97,1,83.0,No,285,80,94.68,243.39,Loss
PL_005904,27,MOBA,2.25,8.58,2,69.2,No,243,93,87.74,243.38,Loss
PL_005905,19,FPS,5.01,7.37,1,62.4,Yes,115,83,81.68,278.34,Loss
PL_005906,21,MOBA,2.27,6.93,3,81.7,No,264,83,79.86,241.79,Loss
PL_005907,22,Battle Royale,1.42,7.57,0,13.7,Yes,65,75,81.98,272.98,Loss
PL_005908,16,FPS,0.5,7.14,0,10.3,Yes,124,83,84.62,253.24,Loss
PL_005909,29,FPS,12.0,4.24,1,63.7,No,138,93,54.19,321.65,Loss
PL_005910,19,MOBA,1.37,7.38,3,42.9,No,235,86,91.32,240.13,Win
PL_005911,25,FPS,3.38,6.87,2,41.5,No,122,86,84.06,267.3,Win
PL_005912,22,MOBA,0.5,4.83,1,74.9,No,326,91,100.0,274.1,Loss
PL_005913,28,MOBA,0.5,7.59,1,13.8,No,223,89,100.0,242.66,Win
PL_005914,24,MOBA,1.81,8.0,1,65.3,No,264,100,87.03,252.38,Loss
PL_005915,22,MOBA,6.96,5.11,1,18.4,No,148,72,80.68,300.32,Loss
PL_005916,19,FPS,10.06,6.63,1,73.2,No,144,81,83.21,299.15,Win
PL_005917,26,Battle Royale,5.51,7.29,4,18.0,No,157,96,78.19,260.91,Win
PL_005918,16,MOBA,2.3,6.25,0,67.4,No,234,92,87.12,278.68,Loss
PL_005919,25,Fighting,0.97,7.38,0,27.8,Yes,299,87,93.66,252.37,Win
PL_005920,18,Battle Royale,3.74,5.97,2,28.0,Yes,100,75,91.42,277.49,Loss
PL_005921,28,MOBA,1.09,6.46,0,97.0,No,176,81,,271.22,Loss
PL_005922,23,FPS,0.95,3.79,0,21.1,Yes,158,73,96.75,275.69,Loss
PL_005923,25,FPS,11.4,5.35,0,31.4,No,56,65,59.32,308.35,Loss
PL_005924,23,MOBA,4.35,7.38,1,36.0,No,252,78,91.81,243.74,Loss
PL_005925,16,FPS,0.5,5.45,2,80.8,Yes,141,96,98.72,231.47,Loss
PL_005926,19,Battle Royale,3.57,6.63,1,89.2,No,108,92,83.6,273.27,Loss
PL_005927,25,FPS,1.9,7.97,1,40.3,No,154,79,91.89,245.32,Win
PL_005928,23,FPS,1.57,8.79,0,40.1,No,209,77,100.0,257.45,Win
PL_005929,27,FPS,0.69,6.58,3,77.7,No,204,90,99.29,273.92,Loss
PL_005930,24,MOBA,0.5,8.09,3,93.9,Yes,252,99,91.56,250.95,Win
PL_005931,19,MOBA,0.5,8.14,2,75.8,No,280,86,76.69,244.81,Loss
PL_005932,19,Battle Royale,2.22,6.61,0,85.3,No,61,76,98.3,264.02,Loss
PL_005933,23,MOBA,0.5,5.3,2,32.9,No,325,76,97.26,277.11,Loss
PL_005934,16,FPS,2.9,6.84,1,41.2,No,185,82,82.2,254.94,Loss
PL_005935,29,MOBA,0.5,6.64,3,15.1,Yes,338,84,90.6,263.68,Win
PL_005936,24,MOBA,2.1,6.36,0,58.9,Yes,236,100,94.02,258.18,Win
PL_005937,27,FPS,3.73,4.83,1,63.9,Yes,149,71,97.98,266.28,Win
PL_005938,16,MOBA,1.7,6.55,1,12.9,No,259,86,89.1,228.9,Win
PL_005939,27,FPS,0.5,5.23,3,42.2,Yes,208,88,94.55,280.48,Loss
PL_005940,31,FPS,1.58,7.01,1,51.3,No,217,92,100.0,257.85,Win
PL_005941,17,Fighting,9.19,7.56,0,76.1,No,311,83,76.16,256.85,Win
PL_005942,26,Fighting,9.07,8.34,1,45.6,No,256,76,66.63,274.84,Win
PL_005943,23,MOBA,4.84,5.94,0,23.5,Yes,291,100,83.09,271.33,Loss
PL_005944,16,MOBA,0.5,5.95,0,76.8,No,206,74,92.61,250.29,Win
PL_005945,24,MOBA,2.12,6.02,1,93.2,Yes,339,75,89.83,239.23,Loss
PL_005946,26,FPS,0.5,5.67,1,30.0,No,169,90,93.54,307.05,Loss
PL_005947,20,MOBA,6.06,7.42,0,,No,115,83,80.7,270.04,Loss
PL_005948,27,FPS,0.94,5.64,2,40.6,Yes,163,94,98.36,274.92,Win
PL_005949,16,FPS,4.64,7.74,2,13.6,Yes,128,87,96.85,207.03,Loss
PL_005950,17,FPS,0.5,5.02,1,67.1,No,166,91,100.0,281.5,Loss
PL_005951,23,MOBA,0.5,5.62,1,45.0,No,281,84,100.0,264.94,Win
PL_005952,23,FPS,8.2,7.73,3,40.8,No,178,86,62.81,291.78,Win
PL_005953,20,FPS,0.5,6.82,1,21.6,Yes,162,82,87.59,250.93,Win
PL_005954,26,FPS,1.72,6.72,3,,No,154,96,94.75,259.33,Loss
PL_005955,25,Battle Royale,0.5,6.24,2,12.8,Yes,153,92,100.0,270.46,Loss
PL_005956,26,Fighting,1.54,9.98,2,18.4,No,350,89,94.47,251.11,Loss
PL_005957,22,MOBA,1.08,7.97,0,53.0,No,185,81,96.91,253.99,Win
PL_005958,25,FPS,1.18,7.04,0,81.5,No,154,74,,287.15,Loss
PL_005959,21,FPS,1.69,5.52,2,57.9,No,198,99,72.11,239.91,Win
PL_005960,31,Battle Royale,6.04,4.46,1,,Yes,121,85,72.39,278.99,Loss
PL_005961,19,FPS,2.6,4.91,0,73.1,No,151,77,100.0,266.72,Loss
PL_005962,31,MOBA,3.74,5.53,0,53.2,No,218,86,75.62,304.65,Win
PL_005963,23,FPS,0.5,6.04,1,46.8,No,151,86,100.0,245.71,Loss
PL_005964,17,MOBA,0.5,5.43,2,39.7,No,222,96,100.0,259.81,Win
PL_005965,28,Fighting,2.19,4.64,0,47.1,No,348,83,79.01,287.83,Loss
PL_005966,23,MOBA,2.19,5.87,3,85.2,Yes,274,102,91.42,286.51,Loss
PL_005967,26,Battle Royale,3.75,6.63,0,50.6,No,145,75,96.7,275.26,Loss
PL_005968,27,MOBA,0.5,7.15,1,13.7,Yes,329,101,70.77,279.28,Loss
PL_005969,24,FPS,0.5,3.22,2,20.3,Yes,166,70,96.31,284.61,Loss
PL_005970,20,MOBA,5.62,7.14,0,30.8,No,240,84,83.82,245.93,Loss
PL_005971,26,MOBA,1.18,7.31,1,25.8,Yes,254,88,96.7,268.73,Loss
PL_005972,23,Fighting,2.77,5.67,0,93.9,No,329,90,98.71,268.48,Win
PL_005973,25,FPS,0.5,6.2,0,48.2,No,129,69,97.43,250.4,Loss
PL_005974,16,FPS,0.8,4.87,0,90.6,Yes,142,75,82.83,258.29,Win
PL_005975,24,FPS,3.73,5.73,1,87.6,Yes,142,72,87.83,272.09,Win
PL_005976,20,FPS,1.14,5.79,1,11.7,Yes,142,87,91.87,264.96,Loss
PL_005977,29,MOBA,1.42,7.27,1,85.2,No,290,83,81.11,279.36,Loss
PL_005978,25,Battle Royale,1.15,8.06,0,42.9,No,104,68,,251.24,Win
PL_005979,23,Battle Royale,1.54,5.88,1,88.8,No,123,69,80.98,266.6,Win
PL_005980,24,MOBA,8.16,7.07,2,43.5,No,210,81,77.65,289.86,Loss
PL_005981,19,Battle Royale,2.31,4.67,0,67.5,Yes,88,82,80.53,261.25,Win
PL_005982,29,Fighting,5.06,3.84,1,32.2,No,229,88,63.76,289.81,Win
PL_005983,30,MOBA,1.62,8.62,3,14.0,No,209,76,100.0,285.64,Win
PL_005984,24,MOBA,0.96,6.73,3,35.9,Yes,319,98,100.0,247.64,Loss
PL_005985,29,Battle Royale,0.5,6.32,1,68.2,No,148,84,83.78,256.8,Loss
PL_005986,20,Battle Royale,2.39,8.62,2,70.3,No,131,84,93.26,231.17,Win
PL_005987,19,Battle Royale,1.28,3.41,3,62.0,Yes,158,79,,276.9,Win
PL_005988,23,FPS,3.56,7.07,1,23.7,Yes,181,83,100.0,278.99,Loss
PL_005989,24,FPS,6.95,4.61,3,91.2,No,211,87,60.45,277.12,Win
PL_005990,21,Battle Royale,3.29,6.52,0,63.0,No,106,78,89.87,260.86,Win
PL_005991,25,Battle Royale,2.36,5.86,1,91.8,No,102,75,85.47,263.31,Loss
PL_005992,24,MOBA,6.14,5.4,1,16.2,No,361,80,70.16,265.6,Loss
PL_005993,19,MOBA,1.1,6.51,1,60.4,No,308,96,97.2,259.04,Win
PL_005994,25,MOBA,5.88,5.73,0,88.5,No,274,87,79.5,273.64,Loss
PL_005995,26,Battle Royale,0.74,5.88,1,40.8,Yes,119,87,100.0,268.97,Win
PL_005996,23,MOBA,4.1,6.16,1,26.2,No,200,75,87.6,270.54,Loss
PL_005997,27,MOBA,0.5,2.95,0,,No,183,80,98.85,268.04,Loss
PL_005998,18,Battle Royale,4.21,6.22,0,72.5,No,125,78,69.31,279.62,Loss
PL_005999,24,Battle Royale,2.52,7.83,0,45.6,Yes,105,68,96.97,294.05,Loss
PL_006000,18,FPS,0.5,7.57,1,97.4,No,171,73,96.9,234.4,Loss
PL_006001,18,FPS,1.4,5.66,1,58.6,No,93,65,91.23,234.26,Loss
PL_006002,20,MOBA,3.28,6.07,0,26.8,No,212,82,80.73,251.41,Win
PL_006003,19,FPS,3.22,6.04,1,24.4,No,125,89,75.26,267.76,Loss
PL_006004,20,MOBA,0.8,6.99,2,18.7,No,253,86,90.1,264.46,Win
PL_006005,22,FPS,6.16,4.15,1,30.7,Yes,94,88,61.71,290.81,Loss
PL_006006,26,FPS,0.87,5.86,2,62.4,Yes,193,87,85.83,260.53,Win
PL_006007,21,FPS,0.5,7.25,0,19.7,No,182,73,88.77,238.3,Loss
PL_006008,16,MOBA,3.17,5.85,0,10.5,No,319,81,94.85,284.76,Loss
PL_006009,27,Battle Royale,4.74,5.92,2,61.7,No,113,83,92.69,271.9,Loss
PL_006010,19,Battle Royale,1.95,6.62,0,64.0,No,135,81,88.42,257.3,Win
PL_006011,22,FPS,0.94,7.47,0,97.1,No,126,96,96.74,273.2,Loss
PL_006012,24,Battle Royale,4.98,5.69,0,77.0,No,116,64,76.41,310.27,Win
PL_006013,23,FPS,4.73,5.05,1,60.1,No,109,75,96.8,290.92,Win
PL_006014,27,MOBA,1.36,7.97,0,57.9,Yes,379,104,97.06,265.23,Loss
PL_006015,24,FPS,9.14,6.1,2,39.7,No,91,80,81.4,269.48,Loss
PL_006016,19,FPS,1.28,3.82,1,57.5,Yes,164,82,89.0,269.98,Win
PL_006017,31,FPS,8.47,7.5,2,89.7,Yes,122,71,72.35,276.39,Win
PL_006018,23,MOBA,0.88,5.86,0,31.6,No,274,89,92.35,274.72,Win
PL_006019,22,Fighting,0.5,7.12,0,45.2,No,344,79,,240.05,Loss
PL_006020,26,MOBA,1.28,8.07,3,83.2,No,259,92,89.2,252.1,Win
PL_006021,23,MOBA,0.5,8.01,0,61.4,No,253,83,100.0,245.49,Win
PL_006022,24,MOBA,4.3,9.25,0,41.2,No,238,85,87.73,251.79,Win
PL_006023,32,MOBA,1.47,5.52,0,79.3,Yes,304,80,84.8,267.7,Loss
PL_006024,21,Battle Royale,2.09,7.57,1,63.2,No,80,82,97.8,262.97,Win
PL_006025,21,Battle Royale,2.81,7.06,0,85.0,No,92,71,95.37,249.06,Win
PL_006026,23,Fighting,2.24,7.38,2,17.4,Yes,377,94,85.56,250.08,Win
PL_006027,27,MOBA,7.01,8.34,0,95.8,No,238,83,92.56,282.32,Loss
PL_006028,16,FPS,2.13,4.66,2,47.9,Yes,145,79,87.25,277.17,Win
PL_006029,16,Fighting,9.02,8.16,0,31.2,Yes,297,87,55.19,269.21,Win
PL_006030,20,MOBA,2.8,4.63,0,31.7,Yes,211,85,74.91,264.51,Loss
PL_006031,16,MOBA,0.5,4.78,3,91.0,No,349,90,92.82,258.8,Win
PL_006032,21,MOBA,11.01,6.92,0,86.8,No,207,93,,254.45,Win
PL_006033,25,MOBA,1.58,4.02,1,16.0,No,250,89,98.8,294.6,Loss
PL_006034,19,MOBA,4.96,7.11,3,30.6,Yes,264,92,91.17,274.3,Win
PL_006035,17,Battle Royale,0.8,6.37,1,71.9,No,138,92,71.49,247.88,Win
PL_006036,23,MOBA,9.73,5.02,0,33.9,No,224,86,67.56,285.3,Win
PL_006037,26,Battle Royale,2.34,6.44,0,31.5,No,117,69,100.0,281.17,Loss
PL_006038,16,FPS,1.15,3.29,2,32.1,No,132,100,93.11,263.8,Win
PL_006039,26,MOBA,0.5,7.09,0,38.6,Yes,316,99,79.34,263.3,Loss
PL_006040,26,FPS,1.66,6.42,1,92.0,No,110,76,84.25,254.6,Loss
PL_006041,26,MOBA,2.26,6.66,0,33.7,No,282,83,94.97,247.77,Win
