Athlete_ID,Day,Day_of_Week,Week,Age,Gender,Sport_Type,Training_Type,Training_Duration_Min,Training_Intensity,Sleep_Duration_Hours,Caffeine_Intake_mg,Stress_Level,Resting_Heart_Rate,HRV_ms,Mood_Score,Muscle_Soreness,Energy_Level,Recovery_Score
1027,21,7,3,28,Female,Team Sport,Rest,18,1.1,8.2,247,Medium,69,78,6.3,2.7,5,57.8
1027,22,1,4,28,Female,Team Sport,HIIT,42,5.5,7,260,Medium,69,64,5.2,5.9,3.7,37.3
1027,23,2,4,28,Female,Team Sport,Strength,68,4.8,6.8,275,Medium,63,72,5.9,3.9,3.5,51
1027,24,3,4,28,Female,Team Sport,Strength,66,6.6,8.1,253,Low,64,76,6.7,5.3,4,67.9
1027,25,4,4,28,Female,Team Sport,HIIT,38,5.7,8.2,192,Low,66,69,6.3,4.1,4.2,59.6
1027,26,5,4,28,Female,Team Sport,HIIT,30,7.3,7.6,154,Low,68,71,5.8,5.2,3.9,59.1
1027,27,6,4,28,Female,Team Sport,Rest,23,1.3,7.8,192,Medium,70,72,5.9,2.5,2.5,52.3
1027,28,7,4,28,Female,Team Sport,Yoga,49,2.2,6.7,0,High,70,65,4.2,1,4.7,21.7
1028,1,1,1,28,Male,Team Sport,HIIT,12,8.4,8.2,158,Low,49,102,6.3,5.1,7.7,100
1028,2,2,1,28,Male,Team Sport,Cardio,84,5,7.8,277,Low,51,99,7.2,4.1,7.7,100
1028,3,3,1,28,Male,Team Sport,HIIT,28,9,6.3,265,Medium,57,75,5,6.9,4.6,37.4
1028,4,4,1,28,Male,Team Sport,HIIT,37,7.6,7.1,0,High,52,89,2.8,6.1,4.2,56.4
1028,5,5,1,28,Male,Team Sport,HIIT,26,7.9,7.1,318,Medium,55,90,4.6,7.1,4.2,67.3
1028,6,6,1,28,Male,Team Sport,Yoga,46,2.7,8.3,170,Low,55,95,7.2,3.9,6.2,100
1028,7,7,1,28,Male,Team Sport,Yoga,43,3.8,7.2,0,Low,54,97,5.8,2.1,5.7,82.5
1028,8,1,2,28,Male,Team Sport,HIIT,46,9.3,7.6,303,High,58,77,2.7,8.3,1.9,21.9
1028,9,2,2,28,Male,Team Sport,HIIT,49,6.5,6.9,325,High,59,77,2.4,4.4,2,28
1028,10,3,2,28,Male,Team Sport,Cardio,70,6.5,7.9,293,Medium,60,78,4,5.8,2.8,49
1028,11,4,2,28,Male,Team Sport,Cardio,64,4.7,6.9,191,Low,56,90,6.4,4.6,4.1,57.7
1028,12,5,2,28,Male,Team Sport,HIIT,15,8.5,7.5,0,High,60,78,4,7.7,2.8,51.1
1028,13,6,2,28,Male,Team Sport,Yoga,65,3.4,7.5,245,Medium,58,82,3.6,2,3.7,47.6
1028,14,7,2,28,Male,Team Sport,Rest,12,1.3,8,186,Low,57,93,5.9,1,5.3,89.9
1028,15,1,3,28,Male,Team Sport,Strength,52,8.5,7.7,192,Medium,57,77,4.8,7.3,2.8,59.8
1028,16,2,3,28,Male,Team Sport,HIIT,35,10,6.9,400,High,60,65,4.1,8.9,1,20.4
1028,17,3,3,28,Male,Team Sport,Strength,61,7.4,5.5,359,High,61,68,2.7,7,1.6,0
1028,18,4,3,28,Male,Team Sport,Strength,47,7.3,8.3,271,Medium,54,86,3.6,6.2,3.2,69.3
1028,19,5,3,28,Male,Team Sport,HIIT,18,9.4,7,0,High,62,69,4.4,8,2.1,18.9
1028,20,6,3,28,Male,Team Sport,Cardio,74,5.3,7.3,0,Medium,56,81,6,4.6,2.3,69.3
1028,21,7,3,28,Male,Team Sport,Rest,12,1.3,7.2,0,High,56,78,4.6,2.1,2,52.1
1028,22,1,4,28,Male,Team Sport,HIIT,41,8.2,7.6,312,Medium,57,84,6,5.3,1,52.8
1028,23,2,4,28,Male,Team Sport,HIIT,37,5.6,7,157,Low,54,87,5.1,5,2.6,55.2
1028,24,3,4,28,Male,Team Sport,HIIT,48,6.7,6.5,261,Medium,57,80,5.2,5.8,1.2,37.4
1028,25,4,4,28,Male,Team Sport,Strength,55,5.4,8.5,208,Medium,56,84,5.9,3.3,3.4,83.4
1028,26,5,4,28,Male,Team Sport,Cardio,73,6.7,7.5,178,Medium,54,83,4.9,6.1,2.2,62.5
1028,27,6,4,28,Male,Team Sport,Cardio,78,4.4,8,204,Low,55,89,6.2,3.5,4.6,71.7
1028,28,7,4,28,Male,Team Sport,Yoga,47,2.3,7.3,208,Low,52,91,6.3,3.5,4.5,90.3
1029,1,1,1,28,Female,Strength,Strength,79,6.1,8.5,249,Medium,49,89,5.7,3.1,8.3,100
1029,2,2,1,28,Female,Strength,Strength,45,7,7.9,261,Medium,52,78,4.7,1.5,3.5,61
1029,3,3,1,28,Female,Strength,Strength,55,7.2,7,173,High,55,64,5.4,5.1,3.5,41.3
1029,4,4,1,28,Female,Strength,HIIT,15,7.4,8.3,254,Medium,52,76,5.9,4.6,5,78.7
1029,5,5,1,28,Female,Strength,Strength,56,7.9,8.1,0,Medium,55,74,6.5,5.6,5.6,54.9
1029,6,6,1,28,Female,Strength,Strength,63,7.2,7.7,276,High,51,71,5.7,5.4,1.3,50.4
1029,7,7,1,28,Female,Strength,Rest,30,2.3,8.2,201,Medium,52,89,5.1,1.4,2.9,93.3
1029,8,1,2,28,Female,Strength,Strength,63,7.3,6.7,303,High,57,66,3,6.7,2,23.9
1029,9,2,2,28,Female,Strength,HIIT,28,9.1,8.5,266,Medium,57,71,5.9,7.3,2.8,54.7
1029,10,3,2,28,Female,Strength,Strength,46,7.4,8.6,265,Medium,52,78,5.2,7.5,3.3,60.5
1029,11,4,2,28,Female,Strength,Strength,50,8.9,8,343,High,57,61,5,7.5,1,15.5
1029,12,5,2,28,Female,Strength,Strength,69,7.7,5.5,307,High,61,53,2.7,6.3,1,0
1029,13,6,2,28,Female,Strength,Yoga,66,3.5,7.7,236,Low,53,82,4.6,4.9,4.2,43.8
1029,14,7,2,28,Female,Strength,Yoga,50,3,7.7,0,Medium,56,70,4.7,3.4,4.1,49.3
1029,15,1,3,28,Female,Strength,Strength,80,7.6,7.3,201,Medium,57,66,4.5,5.8,2.7,21.3
1029,16,2,3,28,Female,Strength,Strength,54,8.3,,323,High,60,59,4.1,6.9,1,3.3
1029,17,3,3,28,Female,Strength,Strength,60,8.8,7.3,0,High,56,59,2.1,6.3,2.6,19.1
1029,18,4,3,28,Female,Strength,HIIT,31,8.8,8.5,203,Medium,54,74,6,7.4,4.3,64.2
1029,19,5,3,28,Female,Strength,Strength,83,8.2,,343,High,55,66,3.3,7.1,1,16
1029,20,6,3,28,Female,Strength,Yoga,57,3.8,7.6,0,Medium,55,74,6,2.7,1.9,48
1029,21,7,3,28,Female,Strength,Rest,10,2,7.8,0,Medium,54,83,4.9,1,4.6,74.3
1029,22,1,4,28,Female,Strength,Strength,76,4.4,7.8,160,Low,54,75,6.3,3.2,3.9,74.8
1029,23,2,4,28,Female,Strength,Strength,87,5.1,9,0,Medium,52,81,6,4.4,5.9,83.6
1029,24,3,4,28,Female,Strength,Strength,62,4.7,7.6,250,High,56,72,4.4,2.4,2.4,38.9
1029,25,4,4,28,Female,Strength,HIIT,24,7,8.7,236,Medium,51,75,5.4,4.7,2.7,56.2
1029,26,5,4,28,Female,Strength,Strength,75,5.1,8,205,High,51,69,6.4,4.6,3.1,44.1
1029,27,6,4,28,Female,Strength,Yoga,79,2.3,8.3,139,Low,53,86,6.3,3.3,5.4,78.8
1029,28,7,4,28,Female,Strength,Yoga,65,1.6,7,148,Low,53,81,6.2,1.8,4.4,57.4
1030,1,1,1,37,Female,Endurance,Cardio,51,5.4,8.3,264,Medium,49,71,6.9,1.2,6.7,98.5
1030,2,2,1,37,Female,Endurance,Cardio,79,4.8,6.5,195,Medium,48,64,4.4,2.9,5.3,34.9
1030,3,3,1,37,Female,Endurance,HIIT,40,8.9,7.7,0,Low,49,61,7.5,5.3,6.9,56
1030,4,4,1,37,Female,Endurance,Cardio,59,6.2,6.7,288,Low,50,55,5.9,2.8,3.3,14.2
1030,5,5,1,37,Female,Endurance,HIIT,50,8.3,8.4,252,Low,50,59,7.1,5.4,4.4,69.8
1030,6,6,1,37,Female,Endurance,Cardio,75,5.5,7.4,153,Medium,54,46,5.4,5.2,3.5,31.2
1030,7,7,1,37,Female,Endurance,Yoga,71,1.4,8.2,210,Low,52,59,6.4,2,5.3,44.5
1030,8,1,2,37,Female,Endurance,Cardio,57,5.9,6.1,211,Medium,54,42,4.2,3.6,2.3,6.5
1030,9,2,2,37,Female,Endurance,Cardio,75,5.6,8.1,266,Medium,49,59,6.9,1.5,4.8,48.2
1030,10,3,2,37,Female,Endurance,Cardio,59,6.5,7.9,234,Medium,53,47,3.7,5,2.4,11.7
1030,11,4,2,37,Female,Endurance,Cardio,73,6.8,7.1,118,Medium,54,51,6.4,6.2,4.8,16.3
1030,12,5,2,37,Female,Endurance,Cardio,88,6.6,7.3,198,Medium,51,56,5.7,6.3,3,27.5
1030,13,6,2,37,Female,Endurance,Cardio,53,7.4,8.4,207,Medium,53,51,7.1,8,2.9,40.7
1030,14,7,2,37,Female,Endurance,Yoga,39,2.9,7.6,194,Medium,54,52,5.5,4.7,3.6,19.9
1030,15,1,3,37,Female,Endurance,HIIT,46,8.9,8.2,0,Medium,53,56,5,6.9,3.5,44.1
1030,16,2,3,37,Female,Endurance,HIIT,35,10,6.2,271,Medium,57,40,4.5,8.7,2.5,0
1030,17,3,3,37,Female,Endurance,Cardio,84,6.8,7.5,126,Medium,52,57,6.7,5.2,2.2,16.7
1030,18,4,3,37,Female,Endurance,HIIT,25,9.2,8,261,Medium,53,48,5.2,9.8,3.5,3.1
1030,19,5,3,37,Female,Endurance,HIIT,36,10,7.1,137,Medium,54,41,4.4,10,1.5,0
1030,20,6,3,37,Female,Endurance,Cardio,78,7.2,7,202,Medium,58,35,5.4,5.8,1.2,0
1030,21,7,3,37,Female,Endurance,Rest,23,1.6,7.5,228,Medium,52,52,5.3,3.1,3,19
1030,22,1,4,37,Female,Endurance,HIIT,14,6.4,7.2,0,Medium,53,47,4.7,6.4,1.2,0.5
1030,23,2,4,37,Female,Endurance,HIIT,69,8.2,8.6,206,Medium,50,49,4.7,8.1,4.9,32
1030,24,3,4,37,Female,Endurance,Cardio,73,5.1,7.9,265,Medium,54,50,5.7,4.3,3.7,38.3
1030,25,4,4,37,Female,Endurance,Cardio,54,5,7.8,102,Low,52,44,4.8,4.5,4.2,21.5
1030,26,5,4,37,Female,Endurance,HIIT,39,7.6,8.7,306,Medium,56,54,6.4,6.7,4.8,33.1
1030,27,6,4,37,Female,Endurance,Cardio,75,5.7,7.3,299,Medium,49,50,5.4,5.1,4.2,10.2
1030,28,7,4,37,Female,Endurance,Rest,32,1.8,8,178,Medium,49,73,5,1,4.5,62
1031,1,1,1,24,Female,Endurance,HIIT,46,9,6.9,238,Medium,53,78,5.8,4.5,6.4,60.6
1031,2,2,1,24,Female,Endurance,Cardio,67,6.2,7.7,92,Medium,54,80,5.6,2.8,4.8,85.6
1031,3,3,1,24,Female,Endurance,HIIT,14,8.7,8,244,Medium,51,74,5.1,6.3,4.4,67.6
1031,4,4,1,24,Female,Endurance,Cardio,76,5.1,8.3,0,Low,49,83,5.5,7,4.7,82
1031,5,5,1,24,Female,Endurance,HIIT,15,9.8,7,258,Low,54,82,4.9,8,4.4,43.2
1031,6,6,1,24,Female,Endurance,Cardio,85,4.7,7,201,Low,52,78,6,3.1,2.2,38
1031,7,7,1,24,Female,Endurance,Rest,11,1.8,7.7,110,Medium,53,89,5.5,1,5.7,82.2
1031,8,1,2,24,Female,Endurance,HIIT,43,7.7,7.7,259,Medium,58,69,5.1,7.4,4,45
1031,9,2,2,24,Female,Endurance,Cardio,62,6.2,,233,High,56,71,3.6,5.2,2.1,35
1031,10,3,2,24,Female,Endurance,HIIT,29,8.3,8.6,341,Medium,54,78,7.2,7.2,3.3,82.4
1031,11,4,2,24,Female,Endurance,Cardio,60,6.4,7.7,0,Medium,55,66,5.8,4.5,2,33
1031,12,5,2,24,Female,Endurance,Cardio,79,6.6,6.1,262,Medium,57,67,5.8,5.6,1.7,11.5
1031,13,6,2,24,Female,Endurance,Cardio,63,5.4,8,0,Medium,54,78,5.5,4.7,3.2,49.5
1031,14,7,2,24,Female,Endurance,Rest,29,1.6,6.7,116,Low,52,74,6.4,3,3.3,58.1
1031,15,1,3,24,Female,Endurance,HIIT,28,10,7,0,Medium,57,67,4.8,7.8,4.5,32
1031,16,2,3,24,Female,Endurance,HIIT,32,8.2,,374,Medium,54,61,2.7,7.5,1.1,17.2
1031,17,3,3,24,Female,Endurance,Cardio,70,5.9,6.4,230,High,57,65,2.6,6.4,1,14
1031,18,4,3,24,Female,Endurance,HIIT,37,10,6.5,302,High,58,61,5.1,8.8,1,0
1031,19,5,3,24,Female,Endurance,HIIT,24,9.5,7.7,292,High,55,64,5,9.4,1,14.3
1031,20,6,3,24,Female,Endurance,Cardio,78,6.8,,0,High,62,52,4.1,7.2,1,0
1031,21,7,3,24,Female,Endurance,Rest,17,2.6,7.2,0,Medium,55,74,3.8,5,2.1,28.7
1031,22,1,4,24,Female,Endurance,Cardio,77,4.2,7.7,0,Medium,52,78,5.8,3.2,4.1,48.7
1031,23,2,4,24,Female,Endurance,Cardio,70,4.5,8.7,0,Medium,56,84,5.4,2.8,3.4,82
1031,24,3,4,24,Female,Endurance,HIIT,42,6.4,8.2,243,Medium,53,79,4.6,4.2,3.5,79.6
1031,25,4,4,24,Female,Endurance,HIIT,30,6.7,6.9,194,Low,53,75,6.9,4.7,3.7,51.4
1031,26,5,4,24,Female,Endurance,HIIT,26,8.2,8.6,232,Medium,53,80,6.6,5,5.5,82.7
1031,27,6,4,24,Female,Endurance,Cardio,75,3.4,,0,Low,55,76,5.4,3.8,3.6,56.3
1031,28,7,4,24,Female,Endurance,Rest,14,1,7.5,266,Medium,53,82,6.5,2.9,4.1,64.5
1032,1,1,1,23,Female,Endurance,Cardio,88,4.6,7.3,231,Low,45,94,5.7,1.9,7.6,100
1032,2,2,1,23,Female,Endurance,HIIT,36,9.5,7.3,90,Medium,48,81,5.2,5.6,5.2,74.2
1032,3,3,1,23,Female,Endurance,Cardio,54,5.2,7.7,142,Medium,51,77,5,2.7,4.6,68
1032,4,4,1,23,Female,Endurance,Cardio,63,5.5,7.2,349,Medium,50,87,4.7,5.3,4.6,73.9
1032,5,5,1,23,Female,Endurance,Cardio,58,4.3,8.6,206,Medium,49,80,6.4,1.5,4.8,71.4
1032,6,6,1,23,Female,Endurance,Cardio,83,5.6,6.9,205,Medium,48,83,5.1,3.1,2.8,57.6
1032,7,7,1,23,Female,Endurance,Rest,29,2.3,7.8,134,Low,47,89,5.5,1.5,5.8,100
1032,8,1,2,23,Female,Endurance,Cardio,69,6.5,,213,High,49,67,4,5.4,3.4,20.7
1032,9,2,2,23,Female,Endurance,Cardio,73,6.2,7.2,194,Medium,52,67,4.6,4,3.5,31.4
1032,10,3,2,23,Female,Endurance,HIIT,34,7.4,7.8,255,High,51,72,4.1,4.5,3.6,49
1032,11,4,2,23,Female,Endurance,Cardio,80,6,8.4,218,Medium,50,68,6.1,4.6,2.6,61.2
1032,12,5,2,23,Female,Endurance,Cardio,76,6.4,8.1,242,High,54,71,3.4,7,3.9,22.5
1032,13,6,2,23,Female,Endurance,Cardio,78,5.4,7.1,282,Medium,53,71,5.2,2.8,3,30.1
1032,14,7,2,23,Female,Endurance,Yoga,53,4,7.5,0,Medium,45,87,5.5,3.6,4.4,91.2
1032,15,1,3,23,Female,Endurance,HIIT,27,10,6.9,0,Medium,51,66,5,8.9,1.6,39.2
1032,16,2,3,23,Female,Endurance,HIIT,43,9,7.4,0,Medium,52,63,5.4,9.8,1.1,31
1032,17,3,3,23,Female,Endurance,HIIT,54,10,7.7,299,High,52,59,5.3,7.2,1,19.3
1032,18,4,3,23,Female,Endurance,HIIT,48,9.3,7.8,0,High,55,65,4.9,7.8,1,17.6
1032,19,5,3,23,Female,Endurance,HIIT,54,10,7.1,206,Medium,56,62,5.6,9.1,1,4.7
1032,20,6,3,23,Female,Endurance,Cardio,72,8.5,7.1,291,Medium,52,68,5.1,6.5,1.5,25.9
1032,21,7,3,23,Female,Endurance,Rest,10,1,6.9,245,High,55,61,2.7,3.9,1.8,0.6
1032,22,1,4,23,Female,Endurance,Cardio,59,5.6,7.2,0,Medium,51,73,4.2,5,3.9,34.6
1032,23,2,4,23,Female,Endurance,HIIT,52,8.1,7.4,290,Medium,51,74,5.2,7.3,1.3,39.8
1032,24,3,4,23,Female,Endurance,Cardio,48,4.1,8.2,266,Low,48,90,8.3,4.2,6,78.9
1032,25,4,4,23,Female,Endurance,Cardio,88,4.4,9.3,171,Low,44,98,6.9,4.5,6.3,100
1032,26,5,4,23,Female,Endurance,Cardio,61,4.4,7.9,128,Low,49,82,7.8,1.6,3.7,73.8
1032,27,6,4,23,Female,Endurance,Cardio,93,4.8,7.7,338,Medium,51,72,3.8,3.9,5.9,42.8
1032,28,7,4,23,Female,Endurance,Rest,19,1,6.8,257,Medium,50,83,5.3,1.1,4.7,73.6
1033,1,1,1,22,Female,Strength,Strength,74,6.8,7.7,126,Medium,45,98,5.6,2.7,8.4,100
1033,2,2,1,22,Female,Strength,HIIT,64,9,7.5,265,Medium,49,95,5.5,4.3,3,85.8
1033,3,3,1,22,Female,Strength,Strength,61,5.3,7.6,295,High,53,88,4.5,3.6,3.5,71.8
1033,4,4,1,22,Female,Strength,HIIT,31,7.3,8.1,0,Medium,48,92,5.7,4,3.9,100
1033,5,5,1,22,Female,Strength,Strength,57,7.6,8.2,153,Medium,47,96,6.4,6.5,5.1,100
1033,6,6,1,22,Female,Strength,Strength,53,7.5,7.2,259,High,56,79,4.6,6.6,1.2,50.4
1033,7,7,1,22,Female,Strength,Rest,16,1,7.1,231,High,52,79,4.9,2.2,1.6,34.5
1033,8,1,2,22,Female,Strength,Strength,58,8.1,6.8,207,Medium,50,88,5.1,6.7,3.1,52.1
1033,9,2,2,22,Female,Strength,HIIT,20,10,7.6,293,Medium,52,84,5.7,6.4,1.7,53.5
1033,10,3,2,22,Female,Strength,Strength,62,7.5,7.3,187,High,53,73,4.5,8.5,1.4,34.7
1033,11,4,2,22,Female,Strength,Strength,70,6.7,8.3,255,Medium,53,77,5.2,6.9,2,56.3
1033,12,5,2,22,Female,Strength,Strength,54,8.3,7,363,Medium,52,80,4.4,6,1.7,30.5
1033,13,6,2,22,Female,Strength,Strength,63,9.1,7.2,264,Low,51,87,5.8,8.6,3,49.8
1033,14,7,2,22,Female,Strength,Rest,37,1,7.8,265,Medium,52,98,4.5,3.7,4.3,94.4
1033,15,1,3,22,Female,Strength,Strength,48,8.1,6.6,0,Medium,56,73,4.2,5.9,2.3,13.5
1033,16,2,3,22,Female,Strength,HIIT,58,10,7.3,309,High,56,76,3.1,8,1,47.5
1033,17,3,3,22,Female,Strength,Strength,57,8.2,6.5,291,High,56,73,2.6,6.6,1,19.9
1033,18,4,3,22,Female,Strength,HIIT,37,7.9,6.4,254,High,56,67,4.1,8.7,1.4,0.1
1033,19,5,3,22,Female,Strength,Strength,80,8.4,7.5,276,Medium,57,79,4.5,9.6,1.7,43.1
1033,20,6,3,22,Female,Strength,Strength,84,7.2,5.8,220,High,57,61,3.4,7,1.8,0
1033,21,7,3,22,Female,Strength,Rest,26,1,7.8,244,Medium,50,97,5.5,2.8,2.9,77
1033,22,1,4,22,Female,Strength,Strength,57,4.4,7.9,211,Low,48,91,6.6,4.4,3.7,81.9
1033,23,2,4,22,Female,Strength,Strength,56,7,7.3,170,Medium,52,80,5.5,5.1,5.2,53.1
1033,24,3,4,22,Female,Strength,Strength,58,5.2,8.4,245,Low,50,91,5.6,3.5,4.1,100
1033,25,4,4,22,Female,Strength,Strength,88,6.3,7.9,0,Medium,51,84,5.5,5.4,2.7,73.5
1033,26,5,4,22,Female,Strength,Strength,60,6.5,6.6,291,Medium,49,80,4.5,5.4,5,52.5
1033,27,6,4,22,Female,Strength,Yoga,59,2.9,8.3,0,Low,50,98,7.9,2.4,4.5,100
1033,28,7,4,22,Female,Strength,Rest,10,1.5,7.4,355,High,50,91,4.5,1.2,3.9,62.2
1034,1,1,1,29,Female,Mixed,HIIT,21,8.5,7.5,0,Medium,59,82,6.3,4.5,7.1,75.9
1034,2,2,1,29,Female,Mixed,Strength,65,7.1,7.6,0,Medium,64,69,5.5,4.4,6.2,59.1
1034,3,3,1,29,Female,Mixed,HIIT,31,7.5,8.9,111,Low,60,85,6.7,6.7,8,100
1034,4,4,1,29,Female,Mixed,Strength,62,6.2,8,205,Medium,61,79,5.3,3.5,3.9,65.8
1034,5,5,1,29,Female,Mixed,Cardio,52,5.7,7,0,Low,63,74,3.2,5.9,4.5,56.8
1034,6,6,1,29,Female,Mixed,Cardio,69,5.7,8,0,Low,62,76,6,5,5.4,77.4
1034,7,7,1,29,Female,Mixed,Rest,39,1.9,,156,Medium,65,72,6,1.7,5,37.8
1034,8,1,2,29,Female,Mixed,HIIT,25,9.8,8,202,Medium,63,73,6,9.9,3.9,69.6
1034,9,2,2,29,Female,Mixed,Cardio,81,6.6,7.2,0,Medium,65,65,5.8,6.4,1,30.4
1034,10,3,2,29,Female,Mixed,Cardio,28,5.5,7.1,0,High,68,64,5.5,3.5,3.6,32.1
1034,11,4,2,29,Female,Mixed,Strength,55,5.6,6.9,0,Medium,66,64,4,5.2,2.2,34.4
1034,12,5,2,29,Female,Mixed,HIIT,12,8.2,7.6,213,Low,65,64,6.9,7.5,4,55
1034,13,6,2,29,Female,Mixed,Yoga,70,2.2,7.5,240,Medium,66,70,3.7,3.2,3,48.7
1034,14,7,2,29,Female,Mixed,Rest,31,1,7.4,137,Low,61,80,5.5,1.8,5.3,79.7
1034,15,1,3,29,Female,Mixed,Cardio,58,6.9,6.6,323,Medium,65,59,4.3,5,1.4,15.4
1034,16,2,3,29,Female,Mixed,Strength,68,8.1,7.3,327,Medium,64,62,5.5,6.2,4.7,43
1034,17,3,3,29,Female,Mixed,Strength,79,9.7,7.3,226,Medium,68,60,5.5,7,1.5,20
1034,18,4,3,29,Female,Mixed,HIIT,51,9.9,7.2,213,High,65,51,6,8.6,1,0
1034,19,5,3,29,Female,Mixed,Cardio,65,8.4,6.8,244,High,68,55,5.5,8.4,1.4,0
1034,20,6,3,29,Female,Mixed,Cardio,43,7.3,6.9,217,Medium,67,64,5.2,8.1,1,29.3
1034,21,7,3,29,Female,Mixed,Rest,10,2.7,7.3,216,Medium,63,70,4.5,2.5,2.5,35.2
1034,22,1,4,29,Female,Mixed,Strength,74,5.6,8.2,208,Medium,61,68,7.3,4.7,3.6,50
1034,23,2,4,29,Female,Mixed,HIIT,60,6,7.3,250,High,65,58,3.9,6.8,1.7,21
1034,24,3,4,29,Female,Mixed,Strength,64,5.5,7.3,0,Medium,66,71,4.9,4.1,3,36.9
1034,25,4,4,29,Female,Mixed,HIIT,28,7,7,185,Low,66,67,4.9,5.7,2.6,21
1034,26,5,4,29,Female,Mixed,HIIT,64,6.4,7.2,0,Medium,68,61,4.7,4,1.1,25.6
1034,27,6,4,29,Female,Mixed,Rest,25,1,7.7,211,Low,62,84,8.9,1,6.1,95.5
1034,28,7,4,29,Female,Mixed,Rest,10,1.7,7.8,144,Medium,60,78,7,1,5.9,81.3
1035,1,1,1,32,Male,Team Sport,Strength,64,6.1,7.4,244,Medium,60,77,5.1,3.2,5.7,68.7
1035,2,2,1,32,Male,Team Sport,HIIT,47,6.8,8.3,306,High,61,73,4.3,3,3.9,61.4
1035,3,3,1,32,Male,Team Sport,HIIT,34,7.2,,189,Low,62,78,4.3,5.1,4.3,64.8
1035,4,4,1,32,Male,Team Sport,HIIT,45,8,8.2,209,Medium,62,74,6.5,4.9,4.7,68.8
1035,5,5,1,32,Male,Team Sport,Strength,46,6.1,7.9,169,High,64,70,4.5,3.9,3.3,45.2
1035,6,6,1,32,Male,Team Sport,Cardio,53,5.6,8.3,212,Low,61,89,7.8,2.2,5.6,84.1
1035,7,7,1,32,Male,Team Sport,Rest,11,2,7.6,224,Medium,61,90,6,2.5,5.4,78.5
1035,8,1,2,32,Male,Team Sport,HIIT,32,9.4,8.8,270,High,65,71,4.1,5.9,4.6,69.7
1035,9,2,2,32,Male,Team Sport,Cardio,74,5.7,6.6,283,High,63,68,5.4,7.4,1.9,24.4
1035,10,3,2,32,Male,Team Sport,Cardio,78,5.1,7.8,0,Medium,64,74,4.7,6.1,2.9,39.8
1035,11,4,2,32,Male,Team Sport,Cardio,100,5.7,7.6,327,Medium,62,75,6.3,5.2,4.9,49.1
1035,12,5,2,32,Male,Team Sport,HIIT,26,9.4,6.2,243,High,69,60,3.8,6.5,1,0
1035,13,6,2,32,Male,Team Sport,Cardio,66,7.1,6.7,217,Medium,65,71,4.3,6.7,2.1,27.9
1035,14,7,2,32,Male,Team Sport,Rest,11,1.9,8.1,262,Medium,64,81,4.3,2.8,3.1,65.2
1035,15,1,3,32,Male,Team Sport,HIIT,48,10,7.6,207,High,65,72,3.5,8.1,2.5,38.4
1035,16,2,3,32,Male,Team Sport,Cardio,84,8.2,6.8,220,Medium,65,69,5.6,4.8,2.9,26.7
1035,17,3,3,32,Male,Team Sport,HIIT,30,9,8.3,211,Medium,64,75,5.4,7,1,65.1
1035,18,4,3,32,Male,Team Sport,HIIT,60,10,,343,High,66,48,4.3,8.3,1,0
1035,19,5,3,32,Male,Team Sport,Strength,56,7.8,8,0,High,66,66,4.1,7.5,1,29.1
1035,20,6,3,32,Male,Team Sport,Cardio,82,7.6,8.2,308,Medium,67,69,5.4,7.3,1.2,27.3
1035,21,7,3,32,Male,Team Sport,Yoga,72,4.3,7.2,248,Medium,65,67,4.5,5,1.9,37.9
1035,22,1,4,32,Male,Team Sport,Strength,49,4.2,6.4,122,Medium,62,76,4.9,4.1,1,30
1035,23,2,4,32,Male,Team Sport,Strength,72,5.1,7.3,0,Low,63,68,6.4,4.6,3.6,39.9
1035,24,3,4,32,Male,Team Sport,Strength,32,4.9,6.3,298,Low,64,65,6.3,4.8,3.5,15.5
1035,25,4,4,32,Male,Team Sport,HIIT,45,5.4,,0,High,68,61,4.3,5.1,1.1,9.2
1035,26,5,4,32,Male,Team Sport,Cardio,57,5.7,8.4,0,Medium,66,60,6.5,5.8,2.9,50.6
1035,27,6,4,32,Male,Team Sport,Cardio,77,6.8,6.9,200,High,64,67,2.8,7.2,1.9,28.6
1035,28,7,4,32,Male,Team Sport,Rest,29,1,7.2,143,Low,61,92,5.6,1,5.1,81.3
1036,1,1,1,25,Female,Endurance,HIIT,48,9,8.6,284,Low,39,86,6.2,3.3,7.8,100
1036,2,2,1,25,Female,Endurance,Cardio,81,7.1,7.6,0,Medium,44,70,6.1,4.4,4,69.7
1036,3,3,1,25,Female,Endurance,HIIT,36,8.4,7.8,186,Medium,45,74,4.6,7.2,5.2,53.2
1036,4,4,1,25,Female,Endurance,HIIT,30,8.2,6.7,305,Medium,46,57,4.4,5.8,2.4,24.2
1036,5,5,1,25,Female,Endurance,HIIT,34,8,,253,High,48,59,4,8.1,1.6,12.2
1036,6,6,1,25,Female,Endurance,Cardio,57,6.3,7.7,0,Medium,47,65,5.2,6.8,3,54.9
1036,7,7,1,25,Female,Endurance,Rest,17,2.3,8.2,173,Medium,47,70,4.6,1,5.3,65.2
1036,8,1,2,25,Female,Endurance,Cardio,67,6.7,6.5,0,Medium,47,60,4.5,5.5,3.8,36.7
1036,9,2,2,25,Female,Endurance,Cardio,61,6.6,8.2,214,High,47,66,4.8,4.9,4.5,51.8
1036,10,3,2,25,Female,Endurance,Cardio,49,6.2,6.9,395,High,49,55,2.3,4.8,2,0
1036,11,4,2,25,Female,Endurance,Cardio,55,4.8,7,0,Medium,42,73,4.6,4.4,1,44
